State,ABO_0,ABO_1,ABO_2,ABO_3,ABO_4,ABO_5,ABO_6,ABO_NR,AB_0,AB_1,AB_2,AB_3,AB_4,AB_5,AB_6,AB_NR,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_NR,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_NR,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_NR,U_0,U_1,U_2,U_3,U_6,U_NR
Kentucky,1.744966443,1.428571429,1.75,2.270833333,1.454545455,3,0,27.5,1.8,0,5,0,1,0,0,0,0.843137255,1.75,1.333333333,1.214285714,2,1.666666667,0,36,6.3,2,5,12.5,3.25,9,0,0,1.746987952,1.5,1.65,2.310344828,1.047619048,2.4,0,18.5,0,0,0,0,0,0
Louisiana,5.81865285,3.714285714,4.149253731,4.944444444,12.04,10.55555556,0,11,9.75,0,4.5,8.5,0,0,0,0,4.426470588,2.75,4.095238095,2.62962963,9,8.666666667,0,16,9.090909091,0,4.8,12.6,17,10.25,0,0,5.888888889,4.333333333,3.970588235,5.394736842,12.23076923,11.625,0,6.666666667,0,0,0,0,0,0
Maine,2.7,1,2.375,2.1,2.5,2.75,0,7.4,4,0,0,0,1,0,0,0,2.8,0,1.4,2.285714286,0,3,0,5,2.714285714,0,3,1.6,1,0,0,0,2.592592593,2,2.7,2.125,2.5,2.333333333,0,6.666666667,0,0,0,0,0,0
Maryland,5.190163934,4.083333333,4.903225806,5.642105263,8.166666667,14.72727273,0,6.407407407,3.571428571,0,4.2,3.5,4.2,0,0,0,4.863157895,2,5.125,5.2,7.357142857,11,0,7.571428571,6.097560976,6,5.384615385,8.230769231,14.2,13.25,0,5.2,5.296774194,6.2,4.674418605,5.377358491,8.2,19.11111111,0,6.2,0,0,0,0,0,0
Massachusetts,6.374468085,6,2.941176471,4.294117647,5.485714286,8.625,5,26.84615385,12,0,4.5,6,0,0,0,0,5.325,1.5,4.05,2.846153846,3.214285714,4.583333333,4,39,9.291666667,0,1.833333333,9,16.5,0,0,25.8,6.307086614,9,2.705882353,4.6,5.526315789,18.25,0,22.1875,0,0,0,0,0,0
Michigan,4.897550111,2.294117647,2.777777778,3.807142857,6.22972973,9.837837838,3,23.92307692,9.888888889,0,6.666666667,11.5,24,2,0,0,4.155405405,5.333333333,1.75,3.5,6.227272727,7.266666667,0,19.4,6.526315789,0.5,6.5,6.117647059,5.545454545,11.2,2,32,4.778723404,2.125,2.654761905,3.266666667,5.975,13.78571429,5,24.23076923,0,0,0,0,0,0
Minnesota,4.934306569,9,4.576470588,3.540816327,7.4,14.5,0,3,4.090909091,0,4.75,5.5,0.75,8,0,0,4.720430108,11.5,3.333333333,4,7.230769231,13,0,3.25,6.212121212,5,5.9,4.833333333,14.66666667,20,0,1.8,4.839416058,8.333333333,5.289473684,2.98245614,7.866666667,15.14285714,0,3.058823529,0,0,0,0,0,0
Mississippi,4.145454545,0.6,1.613636364,2.655172414,2.8,8.4,0,283,31,0,9,0,0,0,0,0,2.052631579,0.5,1.133333333,0,2,6,0,138,6.5625,1,2.125,3.4,4,8,0,0,4.4,0.8,1.4,4.071428571,2.833333333,8.333333333,0,287,0,0,0,0,0,0
Missouri,3.102766798,0.357142857,1.470588235,2.072289157,2,3.5,0.666666667,57.125,1.285714286,0,1.666666667,2.333333333,1,0,0,0,2.947368421,0.666666667,1.5625,1.428571429,1.928571429,2.5,0.333333333,36.8,6.19047619,1.25,4.8,4.875,7.333333333,10,0,0,2.815384615,0.285714286,1.244444444,1.954545455,1.222222222,3.769230769,0,70.33333333,0,0,0,0,0,0
Montana,2.68627451,1.5,2.368421053,2.529411765,6,9,0,0.4,2,0,0,0,0,0,0,0,3.588235294,0,2.111111111,2.833333333,18,8,0,0,11,0,0,0,1,0,0,0,1.96875,1,1.9,1.727272727,5.666666667,9,0,0.4,0,0,0,0,0,0
Nebraska,3.134328358,0,3.769230769,8.142857143,3.428571429,10.5,0,0.037037037,1.333333333,0,0,1,0,0,0,0,2.451612903,0,2.833333333,4,4.2,10,0,0.153846154,3.857142857,0,7,0,11,0,0,0.4,3.961538462,0,4,27,2.285714286,9.25,0,0.125,0,0,0,0,0,0
Nevada,2.895833333,0.6,2.965517241,4.125,6.272727273,3.833333333,0,1.125,0.5,1,0,2,0,0,0,0,3.125,2,2.416666667,4.6,8.75,0,0,0.5,5.875,2.5,0,7.333333333,2.5,4,0,0,2.407407407,0.4,2.294117647,3.444444444,6.2,6.666666667,0,0.5,0,0,0,0,0,0
New Hampshire,3.92,1.75,2.294117647,2.266666667,4.714285714,3.5,0,26,11,0,1,0,0,0,0,0,3.117647059,0,3,3.25,0.2,4,0,25,5.4,0,1.333333333,3,0,0,0,0,3.888888889,3,2.444444444,1.4,13,1,0,18.5,0,0,0,0,0,0
New Jersey,5.680751174,1.777777778,3.787401575,3.506756757,7.24137931,9.428571429,1.5,33.68888889,3.647058824,2,1.5,2.8,0,4.5,0,38,5.196969697,0.8,3.558139535,4.102564103,5.454545455,10.875,1,29.64285714,11.53488372,2.5,9.166666667,4.647058824,20.4,27,0,57.2,5.025641026,2.1,3.21875,3.057471264,5.741935484,7.125,3,31.08,0,0,0,0,0,0
New Mexico,4.35,2.333333333,4.153846154,4.92,9.692307692,4.8,0,1.125,8,0,0,0,0,1,0,0,2.962962963,0,4.125,2.272727273,7.75,0,0,0.333333333,4.666666667,1,6,5.5,7.5,0,0,0,5.043478261,6,4,6.916666667,10.57142857,4.75,0,1.2,0,0,0,0,0,0
New York,8.108786611,6.333333333,8.410480349,8.148148148,9.390625,23.94285714,6,9.732142857,9.157894737,4.5,12.33333333,5.666666667,34,0,0,19,7.801932367,4.111111111,6.552631579,9.184615385,8.526315789,23.5,8,17.5,12.38888889,6.6,16.59090909,11.32258065,18.15384615,21.125,0,10.18181818,7.256857855,9.125,7.912,7.108695652,8,23.76470588,2,7.611111111,0,0,0,0,0,0
North Carolina,5.815533981,2.666666667,4.244274809,5.142857143,8.72972973,22.85714286,1.25,8,6.5,0,3.5,6.5,16,19,0,0,5.694656489,1.25,4.113636364,5.840909091,8.409090909,13.45454545,0,12.5,6.960784314,19,3.947368421,5.611111111,10.6,31.5,0,29,5.582568807,1.5,4.5,4.592592593,8.268292683,35.71428571,1.5,5.2,0,0,0,0,0,0
North Dakota,2.23255814,0,0.6,0.916666667,5,1,0,30.5,0,0,0,0,0,0,0,0,1.842105263,0,0.833333333,0.166666667,4,0,0,23,4.333333333,0,0,2,0,0,0,0,2.19047619,0,0.571428571,2.4,3.5,1.25,0,26,0,0,0,0,0,0
Ohio,3.874517375,2.526315789,2.93220339,4.232258065,6.096774194,6.9,0.666666667,3.761904762,5.3125,0.5,4.2,21,5.6,6,0,6,4.030864198,3.8,2.791044776,6.5,4.96969697,9,2,2.2,6.08,8,6,5.388888889,8.083333333,6.875,1,0,3.327586207,1.818181818,2.642105263,3.107843137,6.465116279,6.071428571,1,3.2,0,0,0,0,0,0
Oklahoma,3.376712329,0.666666667,2.7,3.568181818,4.173913043,5.5,0,11,2.333333333,0,0,0,1.5,0,0,0,3.470588235,1.666666667,1.947368421,5.142857143,6.5,2.625,0,12,4.615384615,0.5,7,2.2,5,0,0,6,3.151898734,0,2.518518519,3.083333333,3.5,6.25,0,13.5,0,0,0,0,0,0
Oregon,3.581818182,2.285714286,3.617647059,3.139534884,4.133333333,5.333333333,2,8,11,0,0,6,0,0,0,0,3.40625,1,3.333333333,2.846153846,6.666666667,9,0,4,7.666666667,0,5,5,0,0,0,0,3.014705882,2,3.3,2.88,2.416666667,3.4,1,18,0,0,0,0,0,0
Pennsylvania,5.41627543,2.681818182,3.96713615,4.757425743,9.04494382,7.727272727,2.333333333,17.19512195,4.6,0,3.555555556,2.75,14.5,5,0,0,4.848623853,4.142857143,3.295774648,5.484375,8.833333333,4.466666667,1.666666667,14.92307692,9.106060606,10,6.384615385,6.4,12.90909091,36.66666667,1,27.5,5.115151515,1.818181818,3.859813084,4.181818182,8.02173913,8.366666667,4,15.54166667,0,0,0,0,0,0
Puerto Rico,4.284090909,2,2.918918919,6.785714286,12.85714286,2.8,0,0,2,0,1,0,0,0,0,0,4.310344828,2,1.769230769,6.666666667,22.5,4,0,0,7.666666667,0,6,21,0,3,0,0,3.960784314,1.666666667,3.157894737,6.411764706,7.4,2,0,1,0,0,0,0,0,0
Rhode Island,5.470588235,0,7.444444444,5,4.571428571,31,0,3.428571429,7,0,0,0,0,0,0,1,8.75,0,8.25,10,8.5,0,0,2,8,0,0,6,2,0,0,0,3.666666667,0,5.4,3.857142857,2.666666667,14,0,2.4,0,0,0,0,0,0
South Carolina,4.854748603,2.4,3.793650794,5.943396226,7.875,18.9,0,6.25,1.333333333,0,2.666666667,2,0,9,0,0,4.734693878,4,4.055555556,4.866666667,7.25,9.25,0,9,7.12,3.5,4.111111111,9.625,13.5,46,0,0,4.555555556,1.7,3.666666667,5.75,7.25,24.25,1,3.333333333,0,0,0,0,0,0
South Dakota,3.772727273,0,2.583333333,1.647058824,5.25,28,0,7,0.5,0,0,0,0,0,0,0,4.176470588,0,1.666666667,1,8.75,9.5,0,3,18,0,0,0,0,0,0,0,3.25,0,4.6,1.615384615,3.166666667,0,0,0,0,0,0,0,0,0
Tennessee,3.635782748,1.090909091,1.957446809,2.936170213,4.568627451,2.914285714,1,20.72,9.5,0,4,0.5,0,0,0,0,3.490566038,2.25,1.6,3.333333333,4.142857143,2.416666667,0,21.57142857,5.942857143,1.5,3.625,4.142857143,8,6.666666667,0,41.5,3.107142857,0.2,1.857142857,2.529411765,3.583333333,2.5,1,16.625,0,0,0,0,0,0
Texas,5.508964143,3.155555556,4.641693811,5.628664495,7.169154229,12.62025316,4.333333333,10.59677419,1.833333333,0,4.833333333,0.25,1,5.333333333,0,12,5.3728223,2.111111111,4.75,5.430232558,6.661016949,12.16,1,11.78571429,8.675,7.2,4.852941176,12.72222222,22.9,12.625,0,18.25,5.303425775,3.136363636,4.546448087,5.302564103,6.452380952,13.39534884,11,9.465116279,0,0,0,0,0,0
Utah,2.007874016,0.142857143,1.577777778,1.586956522,4.866666667,13,0,0.5,0,0,0,0,0,0,0,0,1.653846154,0.4,1.0625,1.882352941,2,17,0,1,1.928571429,0,2.75,0.2,13,0,0,0,2.163934426,1,1.6,1.625,8.75,7.5,0,1,0,0,0,0,0,0
Vermont,2.962962963,0,2.375,5.333333333,2,2.5,0,7,0,0,0,0,0,0,0,0,3.272727273,0,1,6,5,0,0,3,4,0,3,0,1,0,0,0,2.642857143,0,4,4,1.2,2.5,0,0,0,0,0,0,0,0
Virginia,6.204204204,3.636363636,3.564356436,4.234782609,6.73015873,10.44,5,50.52941176,6.7,0,3.5,21,13,0,0,0,5.907216495,1.428571429,3.533333333,4.242424242,6.555555556,13,0,74.33333333,8.595238095,6,5.083333333,6.375,9.714285714,5.75,0,74,5.788043478,8,3.254545455,3.446153846,5.888888889,12.30769231,0,39.25,0,0,0,0,0,0
Washington,5.587719298,3.5,4.022222222,5.485714286,7.88372093,14.69230769,0,0.25,4.444444444,0,5.5,0,3.75,8,0,0,5.217948718,3.666666667,3.15625,4.56,9.636363636,16.6,0,0.5,7.708333333,1,7.666666667,11.2,4.625,0,0,5,5.487179487,8,3.85106383,5.125,9.05,11,0,3,0,0,0,0,0,0
West Virginia,3.157894737,2.5,2.714285714,5.466666667,3.647058824,4.3,0,5.75,12,0,0,0,0,2,0,0,1.862068966,1,2.333333333,2.444444444,2.833333333,6,0,2,7.25,0,5,8,0,3,0,0,3.452380952,2,2.470588235,8.8,3.090909091,5,0,9.5,0,0,0,0,0,0
Wisconsin,2.5,1.615384615,2.303030303,2.366972477,4.396551724,8.166666667,0.666666667,0.954545455,2,0,1,1,1,12,0,0,2.221153846,0.4,2.151515152,2.387096774,3,9.428571429,2,0.857142857,3.542857143,0,3.083333333,1.933333333,14.5,7.333333333,0,3,2.480662983,2.25,2.294117647,2.508196721,4.21875,7.384615385,0.5,0.857142857,0,0,0,0,0,0
Wyoming,3.5,0,3.428571429,2.75,5.333333333,7,0,2,0,0,0,0,0,0,0,0,3.222222222,0,3.25,3,9,1,0,0,3.333333333,0,5,3,1,0,0,0,4.25,0,4,2.6,6,0,0,0,0,0,0,0,0,0
