State,ABO_0,ABO_1,ABO_2,ABO_3,ABO_4,ABO_5,ABO_6,ABO_NR,AB_0,AB_1,AB_2,AB_3,AB_4,AB_5,AB_6,AB_NR,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_NR,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_NR,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_NR,U_0,U_1,U_2,U_3,U_6,U_NR
Georgia,9.729927007,3.857142857,10.56818182,20,26.25,22.32,2,0.929824561,8.5625,0.5,6.75,49,11,0,0,0.666666667,8.248062016,3.4,8.142857143,15.60869565,17.64705882,16.1,1.666666667,0.697674419,16.28888889,9,14.75,57.5,35,56,0,1.157894737,9.343891403,4.5,11.31818182,17.83333333,34,20,5,1,0,0,0,0,0,0
Hawaii,13.2,3.8,11.5,26.28571429,44.5,16.5,0,2.692307692,5.5,0,4,0,6,0,0,0,12.5,0,9.166666667,14.5,30.5,13,0,4,23.33333333,5,13,0,0,0,0,4.5,12.21052632,4,15.75,21,78,13,0,1.75,0,0,0,0,0,0
Idaho,2.416666667,0.777777778,2.882352941,4.666666667,6.5,9.333333333,0,0.03125,3,0,0,0,0,0,0,0,2.3125,0.6,1.333333333,5.166666667,3.5,15,0,0.142857143,12.5,0,0,0,0,0,0,0.5,2.06122449,1,3.625,3.333333333,7,11,0,0.043478261,0,0,0,0,0,0
Illinois,5.958778626,2.814814815,7.5,9.291338583,14.05882353,14.50909091,3.777777778,0.77394636,5.055555556,3,9.5,6.5,5.5,9.5,0,0.4,5.047393365,3.625,5.15,7.727272727,9.346153846,12.41176471,4,0.797297297,8.481012658,4,10.33333333,9.6,11.92307692,35,0,1.458333333,5.985590778,2.133333333,8.431372549,10.54237288,21.44,13.375,2.857142857,0.670886076,0,0,0,0,0,0
Indiana,4.233333333,1.1,1.634920635,2.789473684,6.666666667,5.913043478,0,6.425,2.083333333,0,0.333333333,1,1,1.5,0,8.5,3.157894737,1.25,1.375,1.730769231,3.25,3.75,0,5.65,7.833333333,1,2.6,6.666666667,9.5,7.75,0,13,4.646666667,0.8,1.964285714,3.444444444,10.08333333,8,0,5.956521739,0,0,0,0,0,0
Iowa,3.825396825,0.875,4.391304348,14.08333333,8.714285714,9.7,1,0.051724138,2.8,0,1,0,3,0,0,0,3.897435897,0.2,7,9.2,11,15,0,0,8.375,0,16,0,7.5,5,0,0,3.364864865,1,3.357142857,12.85714286,8.571428571,9.333333333,1,0.083333333,0,0,0,0,0,0
Kansas,2.538922156,0.307692308,1.96969697,1.783783784,4.263157895,1.5,0.5,4.311111111,2.2,0,0,0.666666667,1,0,0,0,2.491525424,0.25,1.615384615,1.5,4.285714286,1.4,0,5.666666667,4.666666667,0,4.5,3.333333333,11,2,0,5.25,2.307692308,0.25,1.666666667,1.941176471,3.9,1.272727273,0.5,3.517241379,0,0,0,0,0,0
Kentucky,3.664864865,3.5,3.105263158,4.935483871,8.047619048,2.952380952,0,3.428571429,14,0,0,0,0,0,0,0,2.75,2.333333333,1.894736842,4.454545455,5.4,1.846153846,0,3.35,7.1875,3,3.6,10.5,8.5,5.5,0,18.5,3.695652174,0,4.071428571,4.5,13.5,4.5,0,2.75,0,0,0,0,0,0
Louisiana,6.076923077,2.666666667,4.857142857,10.4,14.82758621,20.07142857,0,0.273809524,25,0,14,0,0,0,0,0,5.731343284,7,4.5625,6.777777778,10.72727273,22,0,0.333333333,10.18518519,5,4.769230769,84,37,51,0,0.777777778,5.245033113,1.9,4.757575758,9.461538462,13.9375,15.9,0,0.178571429,0,0,0,0,0,0
Maine,2.027777778,0,3,3.818181818,4.714285714,5.25,0,0.297297297,0.666666667,0,1,0,1,0,0,0,2.12,0,4.333333333,4.333333333,7.5,3.333333333,0,0.142857143,5.333333333,0,0,5,0,3,0,1,1.829268293,0,2,4,4.25,0,0,0.363636364,0,0,0,0,0,0
Maryland,7.428143713,2.9375,8.529411765,10.26229508,14.88888889,14.4137931,1,4.583941606,4.166666667,0,2.333333333,3,6,0,0,5,6.102803738,3.666666667,7,8.6875,6.52173913,7.923076923,0.5,5.352941176,12.51282051,1.8,8.777777778,15.66666667,94,39,0.5,11.72727273,7.441176471,3,11.5,10.93333333,28,16.14285714,0,3.375,0,0,0,0,0,0
Massachusetts,8.061433447,4.285714286,9.071428571,12,18.23076923,13.66666667,2,3.404761905,19.75,0,0,11.5,15,0,0,13,7.108910891,1.75,6.173913043,7.24,14.72727273,12.875,3,4.517241379,17.75,0,18.8,29,55,49,0,6.8,7.202380952,5.666666667,8.964285714,15.13636364,18.61538462,11.26666667,1,2.523255814,0,0,0,0,0,0
Michigan,5.287148594,3.666666667,4.636363636,5.841584158,8.34375,9.0625,5,3.732620321,4.055555556,0,2.428571429,3,6.333333333,11,0,5.333333333,4.416216216,5,3.153846154,4.146341463,6.36,8.333333333,1,3.830508475,9.456521739,6,7.5,12,12.625,21,0,6.375,5.253012048,2.833333333,6.03125,6.5,9.107142857,8.115384615,0,3.247706422,0,0,0,0,0,0
Minnesota,5.763636364,22.66666667,12.0625,11.09756098,15.12,17.9375,0,0.139240506,8.833333333,0,6,15,0,0,0,0,4.193277311,11.5,7.352941176,5.391304348,12.2,10.77777778,0,0.172413793,13.57894737,0,16.5,16,10.6,0,0,1.4,5.916030534,28,20.33333333,19.66666667,18.9,19.71428571,0,0.054347826,0,0,0,0,0,0
Mississippi,7.456,1.888888889,3.414634146,10.28571429,13.125,15.6,1,12.18518519,5.25,0,0,5,4,2,0,0,7.157894737,2.333333333,5.25,7.444444444,9.333333333,11.25,0,12.125,15.33333333,2,5,0,15.66666667,0,0,30,6.408450704,1.6,2.37037037,9.454545455,19.8,15.6,0,9.941176471,0,0,0,0,0,0
Missouri,3.124277457,0.916666667,1.708737864,3.955223881,8.103448276,4.135135135,0.833333333,3.097826087,1.4375,0,0.8,1.5,1.5,1.5,0,2.333333333,2.949152542,2,1.909090909,2.513513514,7.222222222,5.333333333,2,3.269230769,4.451612903,0,1.642857143,8,16,3.4,1,19,3.160220994,0.714285714,1.68627451,5.708333333,8.4375,4.315789474,0.333333333,2.540983607,0,0,0,0,0,0
Montana,5.125,4,5.714285714,4.416666667,20.5,10.5,0,1,1.666666667,0,1,0,0,0,0,1,5.9,0,6.5,4,0,10,0,1,8,0,0,0,0,3,0,1,4.941176471,3,5.75,4.666666667,9.5,0,0,1,0,0,0,0,0,0
Nebraska,1.99,0.333333333,1.944444444,3.777777778,5.25,7.2,0,0.068181818,0.666666667,0,1,0,0,0,0,0,1.743589744,0,2.4,2.222222222,2.875,13,0,0.076923077,2,0,2.666666667,3.333333333,5,2,0,0,2.282608696,0,1.555555556,7.6,17.5,6.666666667,0,0.074074074,0,0,0,0,0,0
Nevada,2.683544304,0.9,2.87804878,3.674418605,6.0625,2,0,0.78125,2.6,0,1.5,1.333333333,0,0,0,0,2.551020408,0.25,2.818181818,3.428571429,5,2.333333333,0,0.5,5,0,4.8,6.8,4.5,0,0,4,2.4,1.6,2.608695652,3.428571429,6.625,1.4,0,0.739130435,0,0,0,0,0,0
New Hampshire,3.23880597,0,3.785714286,7.142857143,16,9,0,0.578947368,0,0,0,0,0,0,0,0,3.56,0,3.666666667,8,23,4.75,0,0.833333333,5.25,0,6,0,5,0,0,0.5,2.710526316,0,3.285714286,5.4,19,22,0,0.458333333,0,0,0,0,0,0
New Jersey,5.585714286,6.625,8.115384615,10.81012658,12.1,10.58333333,3,2.142857143,7.75,0,29,5.25,18,0,0,3.666666667,4.43902439,3.6,7.12,9.25,6.52173913,8.615384615,0,1.756756757,8.189655172,13,8.666666667,18.88888889,16.83333333,16.25,0,2.961538462,5.62890625,10,8.05,10.5,16.8,10.26315789,1,2.128787879,0,0,0,0,0,0
New Mexico,5.919191919,2.4,5.333333333,8.375,25.85714286,7.555555556,1,0.344827586,6.5,0,4,2,0,0,0,0,5.03030303,2.5,5.25,5.75,14.25,4,0,0.428571429,9.428571429,1,6.666666667,28,0,2,0,0,5.98245614,3,5.166666667,8.928571429,35.66666667,14.33333333,0,0.318181818,0,0,0,0,0,0
New York,8.949029126,11.4375,15.6015625,18.54761905,23.33823529,21.46296296,4.4,0.859484778,13.38888889,5,17,21,27.5,16,0,1.8,7.959839357,11.25,11.52272727,13.24489796,33.30769231,12.79166667,3,0.955752212,17.30769231,7.75,32.41666667,38.18181818,36.875,46.25,0,1.948717949,7.935281837,14.57142857,15.19117647,19.09677419,17.86666667,26.45833333,2.666666667,0.644444444,0,0,0,0,0,0
North Carolina,5.857487923,3,4.592592593,11.02985075,15.21276596,9.976744186,8,0.593984962,10.8,0,7,17,0,12,0,1,4.773049645,1.5,4.057142857,8.875,10.21052632,6.166666667,1,0.611111111,10.15217391,3,5.764705882,11.91666667,140,13.83333333,0,1.555555556,5.545045045,4.833333333,4.527272727,12.2,13.55555556,12.38888889,0,0.476744186,0,0,0,0,0,0
North Dakota,3.725,0,4.75,6.75,2.75,6.5,0,3.181818182,3,0,0,0,1,0,0,0,3.466666667,0,9,4,2.333333333,1,0,3.428571429,1.5,0,0,3,4,1,0,0.333333333,4.722222222,0,3,0,3.333333333,0,0,3.666666667,0,0,0,0,0,0
Ohio,3.357522124,1.3125,3.980392157,5.638888889,7.791666667,7.454545455,0.166666667,0.188940092,5.727272727,2,2.5,26,10,11,0,1,2.465217391,1.166666667,2.833333333,3.547169811,5.6,4.333333333,0,0.210526316,6.977777778,0.5,5.5,8.7,14.14285714,10.16666667,0,1.571428571,3.415770609,1.571428571,4.904761905,7,8.352941176,10.3125,0.333333333,0.097744361,0,0,0,0,0,0
Oklahoma,2.112554113,0.615384615,1.596491228,2.943396226,4.5625,2.576923077,0,0.638297872,2.25,0,1,1,0,0,0,0,1.411764706,0.2,1.066666667,1.464285714,2.125,1.636363636,0,1.2,4.157894737,0,3.6,12.5,8.333333333,1.666666667,0,0.833333333,2.276422764,0.625,1.588235294,4.045454545,6.230769231,3.666666667,0,0.451612903,0,0,0,0,0,0
Oregon,2.802631579,2.75,4.36,6.666666667,7.0625,2.75,0,0.014084507,4,0,1,0,0,0,0,0,2.037735849,3,2.090909091,3.545454545,6.8,1,0,0,4.153846154,0,4.25,10.5,3.666666667,4,0,0.333333333,3.058823529,1.5,7.555555556,8.818181818,8.625,5.25,0,0.039215686,0,0,0,0,0,0
Pennsylvania,5.448492462,3.347826087,4.467836257,7.122699387,10.9787234,9.324324324,1.285714286,2.950757576,6.285714286,0,4.2,9.666666667,8,3.6,0,8,4.993031359,4,4,6.26984127,9.125,6.114285714,1,3.076923077,8.511363636,2.8,6.476190476,9.136363636,18.66666667,21.66666667,1,5.565217391,5.0575,3.076923077,4.329268293,7.146666667,11.3902439,11.71428571,2,2.383647799,0,0,0,0,0,0
Puerto Rico,6.039473684,7,5.375,6.703703704,13.1,4.5,0,0.888888889,3,0,0,1,0,0,0,0,4.0625,0,4.111111111,4.083333333,14,2,0,0.5,4.666666667,1,4,18,6,1,0,1,8.352941176,9,6.909090909,8.692307692,13.5,13,0,2,0,0,0,0,0,0
Rhode Island,9.545454545,3,14,30.33333333,17.25,24.5,0,2.333333333,0,0,0,0,0,0,0,0,9.5,0,8.5,25,23,0,0,2.166666667,8.4,0,0,14,7,0,0,1.5,9.333333333,0,11.66666667,50,18,14.5,0,2.3,0,0,0,0,0,0
South Carolina,6.443925234,4.25,5.714285714,8.814814815,12.63333333,15.1875,1,0.490566038,4.571428571,0,2.5,2.666666667,9,8,0,0,4.058139535,6,3.208333333,5.409090909,8.555555556,9,1,0.428571429,8.35483871,0,9,8.909090909,11,12.33333333,0,0.666666667,8.211111111,1,7.608695652,13.94444444,16.61538462,31.5,0,0.413793103,0,0,0,0,0,0
South Dakota,5.408163265,2,6.875,9.285714286,19.75,30,0,0.115384615,7,0,0,2,0,0,0,0,5.470588235,0,3,9.5,0,0,0,0.25,30,0,0,0,0,0,0,1,4.5,1,14.5,9.25,10,15,0,0,0,0,0,0,0,0
Tennessee,5.025280899,1.25,4.417721519,6.8875,9.035714286,15.40909091,0.166666667,1.020618557,3.166666667,0,1.666666667,2.333333333,0,0,0,4,4.48245614,1,4.28,4.5,7.842105263,15,0,0.964285714,7.641025641,1.25,5.111111111,8.727272727,8.090909091,0,0,4,4.931937173,1.5,4.547619048,9.580645161,9.923076923,11.1875,0.333333333,0.861538462,0,0,0,0,0,0
Texas,5.95372549,2.482142857,6.557312253,11.18410042,16.82307692,9.917355372,0.3,0.150214592,4.303030303,0.25,3.272727273,31.5,25,2.1,0,0.4,4.7,3.583333333,4.727272727,7.085106383,12.38636364,7.357142857,0.333333333,0.125984252,9.47107438,2.625,8.964285714,16.19230769,27.75,10.6875,0.666666667,0.392857143,6.154711674,2.3125,7.587301587,13.01709402,17.5890411,13.18867925,0,0.133986928,0,0,0,0,0,0
Utah,1.931034483,0.857142857,3.375,3.041666667,6.461538462,3.7,0,0,3,0,2,1,3,0,0,0,2.104166667,0.5,3.5,3.222222222,6.75,3,0,0.055555556,4.555555556,0,2.75,11,10,0,0,0,1.517647059,0.333333333,3.636363636,2.461538462,6.285714286,2.6,0,0.02173913,0,0,0,0,0,0
Vermont,2,0,1.222222222,4.833333333,3,2.75,0,0.111111111,1,0,0,0,0,0,0,0,2.9,0,3,4.333333333,6,3,0,0,1.5,0,0,0,0,0,0,0,1.631578947,0,0.833333333,4,2,4,0,0.2,0,0,0,0,0,0
Virginia,5.997474747,7.666666667,5.727272727,9.333333333,10.92307692,13,0.5,4.030769231,11,0,8.5,4,19,0,0,31,5.429752066,12,4,6.47826087,8.2,13.75,1,4.152173913,9.571428571,0,6.4,27.75,8.625,13.66666667,0,8.4375,5.457777778,5.2,7,9.793103448,14.33333333,12,1.5,3.25,0,0,0,0,0,0
Washington,4.917562724,5.75,5.655737705,7.464285714,10.78125,8.423076923,0.4,0.032967033,6.285714286,2,11,3.333333333,0,0,0,0,4.752688172,19,3.428571429,6.5,27.5,8.222222222,0.5,0.037037037,5.285714286,0,12,5.2,5.285714286,6,0,0.428571429,4.868055556,3.333333333,6.592592593,10.14285714,8.857142857,8.833333333,0.5,0.018181818,0,0,0,0,0,0
West Virginia,4.378378378,0.666666667,3.866666667,11.375,10.55555556,5.909090909,0,1.25,1.333333333,0,0,1.5,2,0.5,0,0,6.45,0,2.833333333,9.333333333,14.33333333,5.8,0,6,11,0,5,0,0,0,0,1,3.422222222,0,4.125,16.66666667,8.4,6.25,0,0.80952381,0,0,0,0,0,0
Wisconsin,3.534090909,1.066666667,4.102941176,5.691176471,9.694444444,14.94444444,0.75,0.055944056,1.5625,0,0.8,3,3,4,0,0,2.886363636,0.571428571,3.44,3.441176471,6.333333333,15,0.333333333,0.071428571,5.58974359,1.25,8.166666667,7.222222222,13,21,0,0.333333333,3.757575758,1.5,4.375,8.909090909,13.07142857,16.125,0,0.011764706,0,0,0,0,0,0
Wyoming,5.041666667,2,8,8,39,17,0,0,0,0,0,0,0,0,0,0,3.666666667,0.5,5,5.333333333,0,0,0,0,5,0,0,0,0,0,0,0,6.5,0,12,10.5,22,10,0,0,0,0,0,0,0,0
