State,ABO_0,ABO_1,ABO_2,ABO_3,ABO_4,ABO_5,ABO_6,ABO_NR,AB_0,AB_1,AB_2,AB_3,AB_4,AB_5,AB_6,AB_NR,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_NR,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_NR,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_NR,U_0,U_1,U_2,U_3,U_6,U_NR
Georgia,7.527624309,3.866666667,4.52238806,7.026548673,13.18867925,19.13636364,0.4,24.25,14.88888889,0,4.8,16.33333333,43,0,0,0,6.787037037,3.2,3.288888889,6.060606061,16.84615385,19.66666667,1,24.6,12.19047619,7.5,8.25,19,18.42857143,12.83333333,3,36.5,6.630541872,3.125,4.441176471,5.695652174,9.625,21.9,0,20.53846154,0,0,0,0,0,0
Hawaii,9.307692308,2.5,6.142857143,9,31.5,9.714285714,0,31,12.66666667,0,4.5,9,0,0,0,0,6.793103448,0.5,5.3,5.272727273,13.66666667,8.333333333,0,0,13.6,0,7.166666667,21.5,29,0,0,20,10.17391304,0,6.7,11.28571429,0,7,0,16,0,0,0,0,0,0
Idaho,2.5,0.8,2.736842105,1.821428571,3.7,23,0,2,0.25,0,1,0,1,0,0,0,1.576923077,0,1.083333333,1,8.5,7,0,0,1,0,0.5,0,4,0,0,0,4,2.5,18,2.470588235,2.833333333,0,0,2,0,0,0,0,0,0
Illinois,6.531516184,3.846153846,4.85,5.747524752,9.704545455,18.84615385,5,11.27083333,7.9375,2.5,6.75,4,27,0,0,8,6.457627119,4.857142857,3.96875,5.672727273,10.76,17,7,13.84615385,8.909090909,2.8,10.5,7.307692308,11.27272727,20.16666667,3,17,6.024390244,3.916666667,4.66,5.548672566,8.509803922,17.85714286,4.5,9.24137931,0,0,0,0,0,0
Indiana,3.850364964,0,1.265625,1.652777778,1.88372093,3.782608696,2,14.22580645,5,1,2.333333333,2.5,1,0,0,25,4.264367816,4,1.263157895,1.272727273,2.210526316,4.428571429,1,17.61111111,6.045454545,2,2.8,2.285714286,3.5,1.8,0,56.5,3.25477707,0.833333333,0.972972973,1.707317073,1.476190476,4.090909091,0,10.41463415,0,0,0,0,0,0
Iowa,2.974576271,1.75,2.333333333,3.783783784,7.785714286,5.75,0,0.333333333,3,0,0.666666667,0,0,0,0,1,3.861111111,0.333333333,2.727272727,5.4,11.33333333,5.833333333,0,1.333333333,4.5,0,3.333333333,3.166666667,7.5,16,0,0,2.212121212,9,2.227272727,2.857142857,5.888888889,3.6,0,0.25,0,0,0,0,0,0
Kansas,2.123188406,0,0.279069767,0.027777778,0.074074074,0.5,0,50.28571429,3,0,0,0,1,0,0,0,1.618181818,0,0.421052632,0.266666667,0.2,1.333333333,1,0,3,1,0,0.666666667,2,3,0,41,2.366197183,0.25,0.181818182,0.277777778,0.357142857,0.571428571,0,30.66666667,0,0,0,0,0,0
Kentucky,2.114649682,1.571428571,1.804347826,2.245283019,2.066666667,2,0,27.77777778,2.4,0,3,1,1,1,0,0,1.959183673,1.75,2.533333333,2.181818182,2.375,0.833333333,0,19.6,3.352941176,0,3,2.333333333,3.5,10,0,0,1.941860465,1,1.153846154,2.28125,1.764705882,2,0,29.5,0,0,0,0,0,0
Louisiana,6.063492063,2.833333333,4.1875,5.952380952,9.21875,12.8125,2,38,5.714285714,0,2.666666667,7,15,5,0,0,5.096774194,3.25,3.47826087,4.25,6.416666667,21,0,0,7.25,2,5.777777778,7.1,12,17,0,0,6.380434783,3.2,4.413793103,6.612903226,10.33333333,10.3,0,18,0,0,0,0,0,0
Maine,2.3,0.5,1.818181818,2.368421053,1.571428571,3.6,0,5.6,1.5,0,1,1,0,0,0,0,2.619047619,1,1.333333333,2.571428571,3.5,4,0,0,5.666666667,0,2,8,0,0,0,0,1.852941176,2,2.272727273,1.8,1,4,0,2.4,0,0,0,0,0,0
Maryland,5.314754098,5.444444444,5.367816092,6.352941176,7.919354839,11.27586207,0.666666667,4.566666667,5.363636364,0,9,8.5,5.75,0,0,1,4.228571429,3.666666667,5.366666667,3.875,5.8,6.538461538,0,6.571428571,8.151515152,7,7.2,16,28.33333333,13.75,1,2.571428571,5.442307692,7.75,4.704545455,6.522727273,7.628571429,15.5,0.5,4.933333333,0,0,0,0,0,0
Massachusetts,6.214007782,2.4,3.942857143,3.606382979,5.736842105,10.11764706,5,24.2962963,13.25,0,8,5.5,9,0,0,0,6.465753425,0.666666667,5.294117647,3.954545455,4.285714286,10.28571429,4,21,8.666666667,1,3.625,5.3,9.5,0,0,115,5.477124183,5.333333333,3.386363636,3.133333333,5.842105263,8.7,0,19.29411765,0,0,0,0,0,0
Michigan,5.059447983,1.47826087,3.006622517,4.229007634,4.868686869,10.51282051,1.5,28.125,6.666666667,0,5.5,5,23,2.333333333,0,0,3.877906977,1.333333333,1.872727273,3.347826087,3.846153846,9.923076923,0,39.6,9.021276596,0,5.647058824,9.384615385,8.625,16.75,0,107,5.05,2.571428571,3.106666667,3.811594203,4.705882353,10.89473684,5,19.66666667,0,0,0,0,0,0
Minnesota,6.298387097,11,6.820895522,5.12345679,11.14814815,14.63157895,4,1.765957447,7.142857143,0,15,2.75,7,12,0,0,7.478873239,8,7.315789474,4.242424242,35.33333333,24.25,0,3.888888889,11.77272727,0,15.8,24.33333333,11.6,14,0,1.166666667,4.878378378,9.5,5.333333333,4.658536585,7.222222222,11.54545455,3,1.21875,0,0,0,0,0,0
Mississippi,4.646551724,0.625,2.606060606,2.15,2.230769231,5.333333333,0,0,30,0,0,4,0,0,0,0,3.366666667,1,2.833333333,1.090909091,2.285714286,0.5,0,0,9.833333333,0,6.333333333,3.5,1.333333333,0,0,0,3.97260274,0.333333333,1.791666667,2.227272727,2,6.8,0,0,0,0,0,0,0,0
Missouri,3.710204082,0.333333333,1.58974359,2.524390244,3.580645161,3.785714286,0.666666667,59.875,2.666666667,0,0.666666667,9,1,0,0,0,3.030612245,1,2,1.209302326,3.166666667,1.923076923,0.5,61.66666667,5.4,0,2.384615385,6.142857143,8.333333333,2.285714286,0,0,3.90990991,0.4,1.292682927,3.322580645,3.133333333,8,1,44.2,0,0,0,0,0,0
Montana,4.65625,3,4,3.2,42,19,0,1.75,2,0,1,0,0,0,0,0,4.846153846,3,3.5,5,20,6,0,1.5,3.333333333,0,6,1.5,0,0,0,0,4.933333333,0,4.75,2.666666667,0,0,0,1.5,0,0,0,0,0,0
Nebraska,2.512195122,4.5,2.476190476,2.571428571,2.692307692,7.777777778,0,0.0625,2,0,0,0,0,2,0,0,2.741935484,1,3.375,2.428571429,4.2,7,0,0.428571429,2.8,0,2,2,5,6,0,0,2.340909091,8,2,2.583333333,1.142857143,10.25,0,0,0,0,0,0,0,0
Nevada,2.43902439,0.666666667,2.135135135,3.075,4.684210526,3.625,0,1.6,3,0,0,3,0,1,0,0,2.564102564,1,2,4.5,4.111111111,1,0,1,3.0625,1.5,2.75,3.5,3.25,0,0,0,2.196969697,0,1.772727273,2.347826087,6.666666667,6,0,1,0,0,0,0,0,0
New Hampshire,3.421052632,0,3.230769231,1.333333333,6.5,6.666666667,0,5.909090909,7,0,0,2,0,0,0,0,3,0,3,1.625,1,0,0,5,5.6,0,7,1.5,0,0,0,5,3.1,0,2.714285714,1,8,1.666666667,0,6.2,0,0,0,0,0,0
New Jersey,6.762148338,3.090909091,3.930769231,4.842105263,6.358974359,13.56521739,2,106.8461538,7.555555556,0,2.333333333,15,10,0,0,0,6.888888889,0,4,4.825,6.086956522,13.85714286,0,196,10.60784314,8,7.466666667,6.052631579,10.58333333,15.25,0,0,5.789237668,2.3,3.301369863,4.397260274,5.097560976,11.91666667,1.666666667,63.72727273,0,0,0,0,0,0
New Mexico,5.5,2.25,5.454545455,5.615384615,12.18181818,6.25,0,1.4,8,0,4,0,0,0,0,0,4.55,0,7.6,3.714285714,13.33333333,2,0,1,4.555555556,0,9,4.75,6,1,0,0,6.095238095,7,4.6,6.533333333,14.6,12,0,1.5,0,0,0,0,0,0
New York,9.633181126,6.913043478,9.337899543,9.622727273,13.27272727,21.42222222,0,9.274509804,10.76470588,3.333333333,16.5,8.333333333,39,13,0,0,8.282296651,5.777777778,8.46875,8.728571429,8.875,17.92857143,0,9.833333333,16.93055556,14,15.23076923,13.65517241,30.625,61.66666667,0,26.5,8.902506964,7.666666667,8.328,9.217391304,13.5,19.56,0,6.685714286,0,0,0,0,0,0
North Carolina,6.190231362,1.714285714,4.368852459,5.875,10.59090909,18.72,1.666666667,6.3125,7.090909091,2,9.5,4.8,7.5,23,0,0,6.798245614,1.333333333,5.333333333,7.685714286,9.130434783,18,0,4.666666667,8.761904762,4,5.066666667,8.769230769,14.75,21,0,0,5.346846847,1.272727273,3.565217391,4.722891566,10.78787879,18.30769231,1,5.1,0,0,0,0,0,0
North Dakota,3.066666667,0,0.6,2.2,3.5,0,0,10.2,3,0,0,1,0,0,0,0,2.454545455,1,0.6,1,2.666666667,0,0,19,5,0,0,3,0,0,0,0,3.25,1,0.75,6,3.2,0,0,5.5,0,0,0,0,0,0
Ohio,3.857142857,2.833333333,3.265822785,3.497409326,6.308510638,6.905660377,0,5.133333333,6,0,5.5,3.166666667,0,6,0,5,3.574468085,2,3.203389831,3.568965517,5.114285714,5.9,0,7,6.326530612,2.25,3.25,8,11.66666667,9.4,1,0,3.525951557,4.8,3.202531646,2.930434783,5.68,7.269230769,0.333333333,3,0,0,0,0,0,0
Oklahoma,3.520547945,0.5,2.622641509,4.047619048,4.789473684,6.2,0,6.714285714,1,0,0,1,0,2,0,0,3.109090909,0.5,1.95,3.588235294,4.5,5,0,16,16.5,1,0,0,3,14,0,0,3.235294118,0.333333333,2.060606061,3.916666667,5.2,6.5,0,4.166666667,0,0,0,0,0,0
Oregon,4.116504854,6,2.953488372,5.379310345,4.210526316,6.4,1,5.333333333,3,0,2,5,1,0,0,0,2.720930233,2.5,1.409090909,6.142857143,3.125,4.5,0,5,10.57142857,0,6.5,0,5,8,0,0,4.48,8,4.25,4.047619048,5.5,7.5,0,4.5,0,0,0,0,0,0
Pennsylvania,5.707503828,2.913043478,4.376884422,4.693333333,8.969387755,10.15789474,0.888888889,16.16666667,5.285714286,2,4.5,2.625,6.75,19,0,24,4.816239316,4.714285714,3.256410256,4.697368421,9.2,8.45,1.5,8.476190476,8.96,2.75,9.1,3.916666667,17.3,27.5,0,0,5.625386997,1.909090909,4.294736842,5.114285714,7.462962963,8.78125,0.833333333,17.85,0,0,0,0,0,0
Puerto Rico,3.72815534,4.5,3.428571429,4.512195122,5.294117647,5.75,1,1,2.5,0,1,2,0,0,0,0,2.804878049,2,2.083333333,3.5,3.230769231,0,0,0,12,1,22,24,0,4,0,0,3.857142857,0,3.428571429,4.4,10,2.333333333,2,1,0,0,0,0,0,0
Rhode Island,3.916666667,0,3.722222222,3.352941176,4.5,31,0.5,6.5,4,0,2,0,0,0,0,0,4.3125,0,6,1.375,8,0,0,0,14.5,0,0,0,1,0,0,0,2.965517241,0,2.166666667,3.666666667,3.4,13,0,6,0,0,0,0,0,0
South Carolina,5.759493671,3,4.016949153,9.611111111,9.785714286,17.8,0,2,3,0,8,0.5,1,0,0,0,4.087719298,4.666666667,2.869565217,6.833333333,5.090909091,7.4,0,2.666666667,6.555555556,2,4.444444444,11.28571429,10.6,13.33333333,0,0,6.971428571,2.571428571,4.730769231,12.26666667,14.90909091,46,1,0.875,0,0,0,0,0,0
South Dakota,8.12,0,6.571428571,3.166666667,34.5,60,0,1.666666667,0,0,0,0,0,0,0,0,8.555555556,0,7,2.5,16.5,0,0,2,4.75,0,0.5,4,0,9,0,0,8.916666667,0,11,3.428571429,0,0,0,2,0,0,0,0,0,0
Tennessee,3.887878788,0.523809524,1.963636364,3.142857143,6.340425532,6.583333333,3,20.27272727,6.625,0,3.5,3,21,3,0,0,3.166666667,1,1.882352941,1.875,4.863636364,4.8,0,33.5,5.756756757,0.6,2.666666667,10.83333333,6.375,8,0,22.33333333,3.886792453,0.125,1.766666667,3.448979592,7.4375,8.3,3,15.6,0,0,0,0,0,0
Texas,6.207700101,3.304347826,4.615384615,5.875776398,10.55921053,12.84090909,1.8,13.40816327,3.217391304,0,2.909090909,2,5.333333333,4.4,1,0,6.201492537,2.75,5.023255814,5.488636364,10.51282051,12.66666667,2,14.63636364,8.336842105,3.625,4.527777778,8.451612903,24.72727273,16.42857143,0,40.5,5.988352745,3.5,4.546875,5.705,9.161616162,13.28571429,2.666666667,11.25,0,0,0,0,0,0
Utah,2.945945946,0,2.175,2.558823529,11.33333333,6.111111111,0,0.25,1.8,0,4,0,2,2,0,0,2.880952381,0.5,1.666666667,2.642857143,12.33333333,25,0,2,2.142857143,1,1.5,0.75,0,2.666666667,0,0,3.34,0.666666667,2.6,3.133333333,11.5,5,0,1,0,0,0,0,0,0
Vermont,3.32,0,2.857142857,6.166666667,3.5,7,0,1.285714286,0,0,0,0,0,0,0,0,4.25,0,2,19,5,3,0,1.333333333,8,0,4,0,0,0,0,0,2.5625,0,2.75,3.2,3,0,0,1,0,0,0,0,0,0
Virginia,5.667560322,4.6,3.527777778,3.674242424,7.238095238,7.529411765,1,33.4,15.75,0,0,7.5,0,4,0,18,3.769230769,13,2.2,2.976744186,4.535714286,4.375,3,21.44444444,9.829268293,2,5.833333333,7.2,15.4,10,0,79,5.994594595,5,3.941176471,3.25,7.566666667,10.85714286,0,35.84615385,0,0,0,0,0,0
Washington,5.476987448,1.058823529,4.32183908,5.075,11.03125,11.05882353,4,0.8,13.33333333,0,0,2.666666667,0,0,0,0,5.320987654,1,5.173913043,3.647058824,9.416666667,16.2,0,1,5.666666667,0.5,7,9.5,5.142857143,3.4,0,0,5.344,1.2,3.363636364,5.864864865,14.53846154,11.57142857,0,1,0,0,0,0,0,0
West Virginia,3.368421053,1.333333333,2.766666667,4.526315789,6.8,4.1,0,19,15,0,0,6,0,0,0,0,2.482758621,0,2.8,3.714285714,5.75,2.6,0,0,3.666666667,0,1.6,4.5,0,1.5,0,0,3.675675676,1.333333333,2.733333333,5,5.333333333,8.333333333,0,12,0,0,0,0,0,0
Wisconsin,3.117647059,2.166666667,3.090909091,3.743902439,7.024390244,6.305555556,1,0.296296296,5.166666667,0,0.5,4,6,0,0,0,2.303278689,0.833333333,2.571428571,2.676470588,4.125,5,0.333333333,0.277777778,3.428571429,0,6.333333333,2.888888889,8.333333333,3.571428571,1,0.8,3.65034965,4,3.097560976,4.944444444,9.222222222,8.5,0,0.225806452,0,0,0,0,0,0
Wyoming,3.894736842,0,8.333333333,2.454545455,17,8,0,0.5,0,0,0,0,0,0,0,0,6,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.428571429,1,3.333333333,1.571428571,8,6,0,1,0,0,0,0,0,0
