state_name,zip_code,latitude,longitude
Alabama,36525,30.922562,-88.021851
Alabama,36421,31.302083,-86.319437
Alabama,36467,31.302083,-86.319437
Alabama,35019,34.260858,-86.608788
Alabama,35083,34.260858,-86.608788
Alabama,35087,34.260858,-86.608788
Alabama,,34.261634,-86.568311
Alabama,36027,31.776923,-85.295408
Alabama,,31.763418,-85.271865
Alabama,35903,34.021721,-85.799358
Alabama,36272,34.021721,-85.799358
Alabama,36005,31.813265,-85.836435
Alabama,36081,31.813265,-85.836435
Alabama,,31.84579,-85.79287
Alabama,36507,30.882598,-87.77802
Alabama,36507,30.809659,-87.706187
Alabama,36509,30.407586,-88.263271
Alabama,36523,30.407586,-88.263271
Alabama,36541,30.407586,-88.263271
Alabama,36544,30.407586,-88.263271
Alabama,36582,30.407586,-88.263271
Alabama,36509,30.319081,-88.209662
Alabama,35543,34.255586,-87.712516
Alabama,35564,34.255586,-87.712516
Alabama,35565,34.255586,-87.712516
Alabama,35581,34.255586,-87.712516
Alabama,35543,34.208108,-87.721786
Alabama,36425,31.733309,-87.209046
Alabama,36425,31.75545,-87.102842
Alabama,,32.508918,-85.349466
Alabama,35544,33.935411,-88.021778
Alabama,35653,34.474679,-87.861703
Alabama,35545,33.651647,-87.928609
Alabama,35555,33.651647,-87.928609
Alabama,35574,33.651647,-87.928609
Alabama,35470,32.463658,-88.131481
Alabama,36901,32.463658,-88.131481
Alabama,36582,30.49253,-88.106544
Alabama,,31.144468,-85.888933
Alabama,,32.491039,-87.972395
Alabama,36752,32.307931,-86.817546
Alabama,36785,32.307931,-86.817546
Alabama,,32.220891,-86.779451
Alabama,35546,33.663946,-87.607837
Alabama,35546,33.647654,-87.614354
Alabama,35020,33.370824,-86.971504
Alabama,35022,33.370824,-86.971504
Alabama,35023,33.370824,-86.971504
Alabama,35111,33.370824,-86.971504
Alabama,35211,33.370824,-86.971504
Alabama,35226,33.370824,-86.971504
Alabama,35244,33.370824,-86.971504
Alabama,,32.678726,-85.236641
Alabama,,34.220341,-88.131214
Alabama,,33.056624,-87.477616
Alabama,36006,32.66052,-86.709707
Alabama,36006,32.606138,-86.748985
Alabama,35005,33.527444,-86.799047
Alabama,35020,33.527444,-86.799047
Alabama,35022,33.527444,-86.799047
Alabama,35023,33.527444,-86.799047
Alabama,35061,33.527444,-86.799047
Alabama,35064,33.527444,-86.799047
Alabama,35068,33.527444,-86.799047
Alabama,35094,33.527444,-86.799047
Alabama,35117,33.527444,-86.799047
Alabama,35118,33.527444,-86.799047
Alabama,35126,33.527444,-86.799047
Alabama,35127,33.527444,-86.799047
Alabama,35130,33.527444,-86.799047
Alabama,35173,33.527444,-86.799047
Alabama,35203,33.527444,-86.799047
Alabama,35204,33.527444,-86.799047
Alabama,35205,33.527444,-86.799047
Alabama,35206,33.527444,-86.799047
Alabama,35207,33.527444,-86.799047
Alabama,35208,33.527444,-86.799047
Alabama,35209,33.527444,-86.799047
Alabama,35210,33.527444,-86.799047
Alabama,35211,33.527444,-86.799047
Alabama,35212,33.527444,-86.799047
Alabama,35213,33.527444,-86.799047
Alabama,35214,33.527444,-86.799047
Alabama,35215,33.527444,-86.799047
Alabama,35217,33.527444,-86.799047
Alabama,35218,33.527444,-86.799047
Alabama,35221,33.527444,-86.799047
Alabama,35222,33.527444,-86.799047
Alabama,35223,33.527444,-86.799047
Alabama,35224,33.527444,-86.799047
Alabama,35226,33.527444,-86.799047
Alabama,35228,33.527444,-86.799047
Alabama,35233,33.527444,-86.799047
Alabama,35234,33.527444,-86.799047
Alabama,35235,33.527444,-86.799047
Alabama,35242,33.527444,-86.799047
Alabama,35243,33.527444,-86.799047
Alabama,35254,33.527444,-86.799047
Alabama,35201,33.514768,-86.826421
Alabama,35202,33.514768,-86.826421
Alabama,35203,33.514768,-86.826421
Alabama,35204,33.514768,-86.826421
Alabama,35205,33.514768,-86.826421
Alabama,35206,33.514768,-86.826421
Alabama,35207,33.514768,-86.826421
Alabama,35208,33.514768,-86.826421
Alabama,35209,33.514768,-86.826421
Alabama,35210,33.514768,-86.826421
Alabama,35211,33.514768,-86.826421
Alabama,35212,33.514768,-86.826421
Alabama,35213,33.514768,-86.826421
Alabama,35214,33.514768,-86.826421
Alabama,35215,33.514768,-86.826421
Alabama,35216,33.514768,-86.826421
Alabama,35217,33.514768,-86.826421
Alabama,35218,33.514768,-86.826421
Alabama,35219,33.514768,-86.826421
Alabama,35220,33.514768,-86.826421
Alabama,35221,33.514768,-86.826421
Alabama,35222,33.514768,-86.826421
Alabama,35223,33.514768,-86.826421
Alabama,35224,33.514768,-86.826421
Alabama,35226,33.514768,-86.826421
Alabama,35228,33.514768,-86.826421
Alabama,35229,33.514768,-86.826421
Alabama,35231,33.514768,-86.826421
Alabama,35232,33.514768,-86.826421
Alabama,35233,33.514768,-86.826421
Alabama,35234,33.514768,-86.826421
Alabama,35235,33.514768,-86.826421
Alabama,35236,33.514768,-86.826421
Alabama,35237,33.514768,-86.826421
Alabama,35238,33.514768,-86.826421
Alabama,35242,33.514768,-86.826421
Alabama,35243,33.514768,-86.826421
Alabama,35244,33.514768,-86.826421
Alabama,35246,33.514768,-86.826421
Alabama,35249,33.514768,-86.826421
Alabama,35253,33.514768,-86.826421
Alabama,35254,33.514768,-86.826421
Alabama,35255,33.514768,-86.826421
Alabama,35259,33.514768,-86.826421
Alabama,35260,33.514768,-86.826421
Alabama,35261,33.514768,-86.826421
Alabama,35266,33.514768,-86.826421
Alabama,35285,33.514768,-86.826421
Alabama,35288,33.514768,-86.826421
Alabama,35290,33.514768,-86.826421
